RecordedAtTime,DirectionRef,PublishedLineName,OriginName,OriginLat,OriginLong,DestinationName,DestinationLat,DestinationLong,VehicleRef,VehicleLocation.Latitude,VehicleLocation.Longitude,NextStopPointName,ArrivalProximityText,DistanceFromStop,ExpectedArrivalTime,ScheduledArrivalTime
2017-06-01 01:33:05,0,B68,STILLWELL TERMINAL BUS LOOP,40.577038,-73.981438,WINDSOR TERR PRTCHRD SQ vi C I AV,40.660854,-73.979393,NYCT_453,40.616122,-73.963544,CONEY ISLAND AV/CHESTNUT AV,approaching,123,2017-06-01 01:33:31,01:35:56
2017-06-01 01:33:22,0,Bx1,LINCOLN AV/E 137 ST,40.809616,-73.928276,RIVERDALE 231 ST via CONCOURSE,40.881062,-73.908691,NYCT_4710,40.871247,-73.888793,GRAND CONCOURSE/BEDFORD PK BL,< 1 stop away,165,2017-06-01 01:33:54,25:33:00
2017-06-01 01:33:06,1,S74,ST GEORGE FERRY/S74 & S84,40.643185,-74.073814,BRICKTOWN MALL,40.53006,-74.226654,NYCT_8173,40.637948,-74.075963,BAY ST/VICTORY BL,approaching,50,2017-06-01 01:33:31,01:31:00
2017-06-01 01:33:09,0,M101,ASTOR PL/3 AV,40.729568,-73.990051,FT GEORGE 193 ST via 3 AV,40.835239,-73.940201,NYCT_6077,40.795805,-73.941581,3 AV/E 112 ST,at stop,0,NA,25:37:56
2017-06-01 01:33:20,1,B82,SEAVIEW AV/PENNSYLVANIA AV,40.642979,-73.878334,CNY ISLND STILLWELL AV via FLATLANDS AV,40.576973,-73.9814,NYCT_6592,40.600309,-73.995511,BAY PY/BENSON AV,approaching,43,2017-06-01 01:33:31,25:25:48
2017-06-01 01:33:22,1,S59,RICHMOND TER/PARK AV #3,40.640167,-74.130966,HYLAN BL,40.53426,-74.154213,NYCT_8279,40.625445,-74.143656,FOREST AV/WILLOWBROOK RD,approaching,112,2017-06-01 01:33:47,25:30:00
2017-06-01 01:33:13,0,Bx28,BAINBRIDGE AV/E 206 ST,40.874889,-73.879364,CO-OP CITY EARHART LA via GUNHILL,40.860828,-73.82267,NYCT_8334,40.860591,-73.82374,ERSKINE PL/EARHART LA,approaching,97,NA,25:30:00
2017-06-01 01:33:08,0,Bx36,W 179 ST/BROADWAY,40.849113,-73.937752,W FARMS SQ,40.840229,-73.880295,NYCT_7766,40.849814,-73.934986,W 181 ST/ST NICHOLAS AV,< 1 stop away,164,2017-06-01 01:33:58,25:23:44
2017-06-01 01:33:15,0,M60-SBS,BROADWAY/W 106 ST,40.801819,-73.967644,LA GUARDIA AIRPORT,40.768074,-73.862091,NYCT_5966,40.810597,-73.952188,W 125 ST/ST NICHOLAS AV,at stop,4,2017-06-01 01:33:31,25:08:38
2017-06-01 01:33:04,0,B4,NARROWS AV/77 ST,40.631836,-74.036377,SHEEPSHEAD BAY KNAPP ST,40.586628,-73.931702,NYCT_445,40.612293,-73.994165,BAY RIDGE PY/19 AV,approaching,57,2017-06-01 01:33:31,25:36:00
2017-06-01 01:33:08,1,B11,FLATBUSH AV/E 31 ST,40.631992,-73.946701,SUNSET PARK 1 AV - 58 ST,40.645618,-74.023521,NYCT_251,40.644931,-74.014297,4 AV/53 ST,approaching,53,2017-06-01 01:33:31,25:33:18
2017-06-01 01:33:21,1,B8,ROCKAWAY AV/HEGEMAN AV,40.655903,-73.907318,BAY RIDGE 95 ST STA,40.616261,-74.031128,NYCT_399,40.62414,-73.985146,18 AV/58 ST,< 1 stop away,167,2017-06-01 01:33:45,01:32:12
2017-06-01 01:33:13,1,M86-SBS,E 92 ST/YORK AV,40.779755,-73.944534,Select Bus Service Westside West End AV,40.788155,-73.976067,NYCT_5831,40.786689,-73.972659,W 86 ST/AMSTERDAM AV,< 1 stop away,213,2017-06-01 01:34:01,25:10:43
2017-06-01 01:33:13,1,M86-SBS,E 92 ST/YORK AV,40.779755,-73.944534,Select Bus Service Westside West End AV,40.788155,-73.976067,NYCT_5831,40.786689,-73.972659,W 86 ST/AMSTERDAM AV,< 1 stop away,213,2017-06-01 01:34:01,25:10:40
2017-06-01 01:33:01,1,Q28,23 AV/BELL BL,40.782291,-73.777061,FLUSHING  MAIN ST STA,40.760937,-73.827286,NYCT_7404,40.760633,-73.82866,39 AV /138 ST,approaching,120,2017-06-01 01:33:45,01:35:00
2017-06-01 01:32:59,0,S53,RICHMOND TER/PARK AV,40.640045,-74.13063,BAY RIDGE 86 ST STA,40.622646,-74.028534,NYCT_7078,40.634564,-74.117328,CASTLETON AV/BROADWAY,at stop,0,2017-06-01 01:33:31,01:33:08
2017-06-01 01:33:06,0,B16,SHORE RD/4 AV,40.611763,-74.035118,LEFRTS GDNS PROSPCT PK STA,40.660858,-73.96138,NYCT_240,40.646969,-73.981289,CATON AV/MC DONALD AV,approaching,148,2017-06-01 01:33:48,25:34:00
2017-06-01 01:33:12,0,B14,EASTERN PY/UTICA AV,40.668537,-73.931236,SPRING CREEK STANLEY AV POSTAL FAC,40.664642,-73.863068,NYCT_7094,40.673681,-73.865726,SUTTER AV/GRANT AV,approaching,103,NA,25:26:21
2017-06-01 01:33:05,0,B6,HARWAY AV/BAY 37 ST,40.59351,-73.993996,EAST NY NEW LOTS STA,40.66642,-73.883385,NYCT_7186,40.602166,-73.993588,BAY PY/86 ST,at stop,28,2017-06-01 01:33:31,01:33:00
2017-06-01 01:33:03,1,B35,HEGEMAN AV/CHESTER AV,40.656216,-73.90815,SUNSET PARK 1 AV via CHURCH,40.656498,-74.012108,NYCT_413,40.651759,-73.930074,CHURCH AV/UTICA AV,approaching,40,2017-06-01 01:33:31,01:31:00
2017-06-01 01:33:03,1,B35,HEGEMAN AV/CHESTER AV,40.656216,-73.90815,SUNSET PARK 1 AV via CHURCH,40.656498,-74.012108,NYCT_413,40.651759,-73.930074,CHURCH AV/UTICA AV,approaching,40,2017-06-01 01:33:31,01:32:00
2017-06-01 01:33:15,0,Bx4,BERGEN AV/WESTCHESTER AV,40.816299,-73.915703,WESTCHTR SQ via WESTCHTR AV,40.840267,-73.843224,NYCT_5568,40.834051,-73.85309,WESTCHESTER AV/CASTLE HILL AV,approaching,107,NA,25:28:00
2017-06-01 01:33:17,0,Bx1,LINCOLN AV/E 137 ST,40.809616,-73.928276,RIVERDALE 231 ST via CONCOURSE,40.881062,-73.908691,NYCT_5685,40.823689,-73.924323,GRAND CONCOURSE/E 156 ST,at stop,0,NA,25:32:44
2017-06-01 01:33:04,0,Bx15,ST CLAIRE PL/W 125 ST,40.817066,-73.959778,FORDHAM PLZ via 3 AV,40.860989,-73.890266,NYCT_5880,40.813741,-73.956591,W 125 ST/AMSTERDAM AV,approaching,147,2017-06-01 01:33:39,01:09:00
2017-06-01 01:32:59,1,Q85,243 ST/147 AV,40.657738,-73.741211,JAMAICA PRSNS - ARCHR,40.701683,-73.802475,NYCT_8453,40.665616,-73.735986,SUNRISE HY/FRANCIS LEWIS BL,at stop,20,2017-06-01 01:33:31,25:33:00
2017-06-01 01:33:07,1,X10,E 57 ST/3 AV,40.760429,-73.967674,PT RICHMOND via NARROWS RD via GANNON AV,40.633698,-74.129776,NYCT_2663,40.746275,-73.983418,PARK AV SOUTH/E 26 ST,< 1 stop away,572,2017-06-01 01:35:17,25:30:35
2017-06-01 01:33:16,0,S78,BRICKTOWN SHOPPING/CENTER,40.530102,-74.226295,ST GEORGE FERRY via HYLAN,40.643585,-74.072609,NYCT_8134,40.578349,-74.101929,HYLAN BL/HAMDEN AV,approaching,149,2017-06-01 01:33:40,01:30:41
2017-06-01 01:33:16,0,S78,BRICKTOWN SHOPPING/CENTER,40.530102,-74.226295,ST GEORGE FERRY via HYLAN,40.643585,-74.072609,NYCT_8134,40.578349,-74.101929,HYLAN BL/HAMDEN AV,approaching,149,2017-06-01 01:33:40,01:28:59
2017-06-01 01:33:26,0,B82,STILLWELL TERMINAL BUS LOOP,40.57708,-73.981293,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,40.64299,-73.878326,NYCT_6597,40.648522,-73.893026,FLATLANDS AV/E 108 ST,approaching,45,2017-06-01 01:33:34,25:36:43
2017-06-01 01:33:29,1,Q48,ROOSEVELT AV/MAIN ST,40.759586,-73.830299,LAGUARDIA AIRPORT,40.768642,-73.868271,NYCT_4185,40.759788,-73.861356,108 ST/32 AV,at stop,10,2017-06-01 01:33:30,25:30:21
2017-06-01 01:33:25,1,Q54,JAMAICA AV/170 ST,40.707287,-73.789581,FRSH PND RD,40.712791,-73.901443,NYCT_6577,40.701795,-73.806351,JAMAICA AV/SUTPHIN BL,< 1 stop away,207,2017-06-01 01:34:29,25:34:00
2017-06-01 01:33:14,0,Q44-SBS,MERRICK BL/ARCHER AV,40.704906,-73.793304,SELECT BUS BRONX ZOO via MAIN ST,40.842457,-73.877121,NYCT_5917,40.842193,-73.876492,E 180 ST/DEVOE AV,approaching,58,2017-06-01 01:33:31,25:25:00
2017-06-01 01:33:26,1,B46,WASHINGTON PLZ/LANE3,40.709393,-73.959518,KINGS PLAZA via UTICA,40.609142,-73.92144,NYCT_4574,40.652425,-73.930455,UTICA AV/CHURCH AV,approaching,116,2017-06-01 01:33:49,25:36:00
2017-06-01 01:33:07,0,B48,LINCOLN RD/FLATBUSH AV,40.660664,-73.962372,GREENPOINT MEEKER AV,40.726635,-73.934326,NYCT_7195,40.697839,-73.961942,CLASSON AV/FLUSHING AV,approaching,84,2017-06-01 01:33:31,01:32:00
2017-06-01 01:33:20,0,S46,WEST SHORE PLAZA/CHELSEA ST,40.602039,-74.190697,ST GEORGE FERRY via CASTLTN,40.643585,-74.072609,NYCT_8243,40.634538,-74.117618,CASTLETON AV/BROADWAY,at stop,24,2017-06-01 01:33:31,01:35:52
2017-06-01 01:33:20,0,S46,WEST SHORE PLAZA/CHELSEA ST,40.602039,-74.190697,ST GEORGE FERRY via CASTLTN,40.643585,-74.072609,NYCT_8243,40.634538,-74.117618,CASTLETON AV/BROADWAY,at stop,24,2017-06-01 01:33:31,01:34:09
2017-06-01 01:32:59,0,B41,E 70 ST/VETERANS AV,40.619934,-73.908707,DNTWN BKLYN CADMAN PLZ via FLATBSH,40.695408,-73.990784,NYCT_4599,40.670651,-73.967726,FLATBUSH AV/GRAND ARMY PLZ,< 1 stop away,237,2017-06-01 01:33:31,01:35:02
2017-06-01 01:33:23,0,Bx11,W 179 ST/BROADWAY,40.849113,-73.937752,W FARMS RD SOUTHERN BL,40.825272,-73.891426,NYCT_7662,40.838502,-73.92325,SHAKESPEARE AV/W 169 ST,approaching,134,2017-06-01 01:33:51,25:35:51
2017-06-01 01:33:25,0,B38,TILLARY ST/CADMAN PZ E,40.696106,-73.990364,RIDGEWOOD CATALPA AV,40.700924,-73.904366,NYCT_4452,40.700991,-73.922491,DE KALB AV/KNICKERBOCKER AV,approaching,49,2017-06-01 01:33:35,25:36:12
2017-06-01 01:33:24,1,B3,AV U/E 71 ST,40.619675,-73.907837,BENSONHURST HARWAY AV via AV U,40.592815,-73.992569,NYCT_5124,40.596514,-73.977414,AV U/W 8 ST,< 1 stop away,162,2017-06-01 01:33:59,25:37:09
2017-06-01 01:32:59,1,B15,JFK AIRPORT/TERMINAL 5 AirTrain STATION,40.647278,-73.779633,BED-STUY WOODHULL HOSP,40.699776,-73.941505,NYCT_6817,40.677712,-73.935848,TROY AV/ATLANTIC AV,at stop,27,2017-06-01 01:33:31,25:27:16
2017-06-01 01:33:29,1,B67,SANDS ST/PEARL ST,40.699909,-73.987572,KENSINGTON CORTLYOU RD,40.638191,-73.978943,NYCT_753,40.692606,-73.98728,JAY ST/FULTON ST,approaching,106,2017-06-01 01:33:51,25:33:22
2017-06-01 01:33:12,1,S74,ST GEORGE FERRY/S74 & S84,40.643185,-74.073814,BRICKTOWN MALL,40.53006,-74.226654,NYCT_8138,40.560541,-74.17096,ARTHUR KILL RD/LADD AV,< 1 stop away,491,2017-06-01 01:34:19,01:30:59
2017-06-01 01:33:06,1,B15,JFK AIRPORT/TERMINAL 5 AirTrain STATION,40.647278,-73.779633,BED-STUY WOODHULL HOSP,40.699776,-73.941505,NYCT_7105,40.669651,-73.862627,LINDEN BL/ELDERT LA,approaching,65,2017-06-01 01:33:31,25:25:00
2017-06-01 01:33:08,1,S53,4 AV/86 ST,40.622311,-74.028687,PT RICHMOND,40.640297,-74.131332,NYCT_7088,40.63382,-74.129855,CASTLETON AV/HEBERTON AV,< 1 stop away,253,2017-06-01 01:33:45,25:36:44
2017-06-01 01:33:03,1,M23-SBS,AV C/E 20 ST,40.732796,-73.974541,SELECT BUS CHELSEA PIERS 12AV CROSSTOWN,40.748844,-74.008125,NYCT_5930,40.742481,-73.991803,W 23 ST/AV OF THE AMERICAS,approaching,126,2017-06-01 01:33:41,25:30:00
2017-06-01 01:33:18,0,Q27,SPRINGFIELD BL / 119 AV,40.692741,-73.745102,FLUSHING  MAIN ST STA,40.761745,-73.829529,NYCT_8032,40.760319,-73.82989,138 ST/37 AV,< 1 stop away,207,2017-06-01 01:37:04,01:30:00
2017-06-01 01:33:18,0,Q27,SPRINGFIELD BL / 119 AV,40.692741,-73.745102,FLUSHING  MAIN ST STA,40.761745,-73.829529,NYCT_8032,40.760319,-73.82989,138 ST/37 AV,< 1 stop away,207,2017-06-01 01:37:04,01:31:00
2017-06-01 01:32:59,0,B9,SHORE RD/71 ST,40.636852,-74.036255,FLATBUSH AV,40.622875,-73.937347,NYCT_367,40.618095,-73.959232,AV M/E 15 ST,at stop,0,NA,25:28:00
2017-06-01 01:32:58,1,B1,87 ST/4 Av,40.621925,-74.028496,MANHATTAN BEACH KINGSBORO CC,40.578094,-73.94017,NYCT_4898,40.577162,-73.963519,BRIGHTON BEACH AV/BRIGHTON 6 ST,< 1 stop away,171,NA,25:28:30
2017-06-01 01:33:09,1,B54,PALMETTO ST/ST NICHOLAS AV,40.70042,-73.910233,DNTWN BKLYN JAY ST via MYRTLE,40.694489,-73.987122,NYCT_7277,40.700267,-73.910288,MYRTLE AV/GATES AV,< 1 stop away,155,2017-06-01 01:33:31,01:40:32
2017-06-01 01:33:01,1,B68,PROSPECT PK SW/BARTEL PRITCHARD SQ,40.660698,-73.979408,CONEY ISLAND STILLWELL AV via C I AV,40.576992,-73.98143,NYCT_327,40.594131,-73.960873,CONEY ISLAND AV/AV W,approaching,77,2017-06-01 01:33:31,01:31:40
2017-06-01 01:33:01,1,B68,PROSPECT PK SW/BARTEL PRITCHARD SQ,40.660698,-73.979408,CONEY ISLAND STILLWELL AV via C I AV,40.576992,-73.98143,NYCT_327,40.594131,-73.960873,CONEY ISLAND AV/AV W,approaching,77,2017-06-01 01:33:31,01:35:40
2017-06-01 01:33:07,1,Q12,NORTHERN BL/MORGAN ST,40.771725,-73.734749,FLUSHING MAIN ST STA via NORTHERN,40.760021,-73.828537,NYCT_4688,40.757771,-73.794801,NORTHERN BL/171 ST,approaching,130,2017-06-01 01:33:31,25:34:20
2017-06-01 01:33:01,0,Q83,153 ST/HILLSIDE AV,40.707123,-73.804382,QNS VILL JAM AV via LIBERTY via MURDOCK,40.717922,-73.736382,NYCT_8475,40.702069,-73.801455,ARCHER AV /PARSONS BL,approaching,116,2017-06-01 01:33:48,01:35:00
2017-06-01 01:33:15,1,Q44-SBS,BOSTON RD/E 180 ST,40.84256,-73.878334,SELECT BUS JAMAICA via MAIN ST,40.704933,-73.79332,NYCT_5915,40.795661,-73.825714,PARSONS BL/14 AV,0.8 miles away,1273,2017-06-01 01:35:26,25:36:00
2017-06-01 01:33:04,0,B1,MACKENZIE LOOP (no G-A-R: use 300000),40.578247,-73.939743,BAY RIDGE 4 AV,40.621841,-74.028366,NYCT_4894,40.615506,-74.016319,86 ST/12 AV,at stop,15,2017-06-01 01:33:31,01:27:07
2017-06-01 01:33:27,1,B35,HEGEMAN AV/CHESTER AV,40.656216,-73.90815,SUNSET PARK 1 AV via CHURCH,40.656498,-74.012108,NYCT_364,40.650548,-74.002719,39 ST/5 AV,approaching,115,2017-06-01 01:33:44,25:32:00
2017-06-01 01:33:23,0,Q32,W 32 ST/7 AV,40.749405,-73.99102,JACKSON HTS NORTHERN - 81 via ROOSVLT,40.755322,-73.886139,NYCT_4660,40.747293,-73.887161,ROOSEVELT AV/80 ST,approaching,136,NA,25:23:31
2017-06-01 01:33:09,0,Bx36,W 179 ST/BROADWAY,40.849113,-73.937752,SOUNDVIEW PUGSLEY AV,40.820507,-73.851631,NYCT_281,40.836369,-73.884802,E 174 ST/LONGFELLOW AV,approaching,85,2017-06-01 01:33:31,01:23:23
2017-06-01 01:33:26,0,M7,AV OF THE AMERICAS/W 14 ST,40.73793,-73.996346,HARLEM 147 ST via 6 AV via AMSTERDAM,40.82111,-73.935898,NYCT_3892,40.800989,-73.959768,MANHATTAN AV/W 111 ST,approaching,97,2017-06-01 01:33:41,25:22:06
2017-06-01 01:33:19,0,B47,AV U/E 54 ST,40.611008,-73.92041,BED-STUY WOODHULL HOSP via RALPH AV,40.699776,-73.941505,NYCT_7243,40.636626,-73.919083,RALPH AV/FARRAGUT RD,approaching,141,2017-06-01 01:33:35,25:34:46
2017-06-01 01:33:28,1,S66,ST GEORGE FERRY/S66,40.643192,-74.073402,PORT RICHMOND via GRYMES HILL,40.639946,-74.130585,NYCT_7046,40.637747,-74.076257,VICTORY BL/MONTGOMERY AV,approaching,129,2017-06-01 01:34:04,25:32:33
2017-06-01 01:33:01,0,B46,FLATBUSH AV/KINGS PLAZA,40.609566,-73.921814,BRIDGE PLZ via UTICA,40.709404,-73.959564,NYCT_5035,40.709462,-73.959906,WASHINGTON PLZ/LANE3,approaching,31,2017-06-01 01:33:31,25:21:00
2017-06-01 01:33:15,1,X1,CENTRAL PARK S/6 AV,40.766315,-73.977493,ELTNGVLE TRANST CTR via HYLAN BL RICH AV,40.560837,-74.17112,NYCT_2617,40.548077,-74.167012,RICHMOND AV/MEMPHIS AV,< 1 stop away,159,2017-06-01 01:33:32,25:32:38
2017-06-01 01:33:24,1,M2,168 ST/AUDUBON AV,40.840645,-73.938545,EAST VILLAGE 8 ST via 5 AV,40.730282,-73.990532,NYCT_3847,40.792232,-73.952604,5 AV/EAST 102 ST,approaching,87,2017-06-01 01:33:34,01:27:26
2017-06-01 01:33:16,0,Q83,153 ST/HILLSIDE AV,40.707123,-73.804382,227 ST 114 AV via LIBERTY,40.70211,-73.730339,NYCT_4665,40.702265,-73.742645,COLFAX ST/SPRINGFIELD BL,approaching,121,2017-06-01 01:33:42,25:31:00
2017-06-01 01:33:10,0,M5,6 AV/W 31 ST,40.748043,-73.98896,WASHINGTON HEIGHTS  GW BRIDGE,40.848263,-73.937454,NYCT_6404,40.848128,-73.937806,W 178 ST/BROADWAY,approaching,54,2017-06-01 01:33:31,25:34:00
2017-06-01 01:33:18,0,S59,RICHMOND AV/HYLAN BL,40.534569,-74.154335,PT RICHMOND,40.640297,-74.131256,NYCT_8315,40.606979,-74.162334,RICHMOND AV/VICTORY BL,approaching,63,2017-06-01 01:33:31,25:21:00
2017-06-01 01:33:21,1,M101,ST NICHOLAS AV/W 192 ST,40.856289,-73.928764,EAST VILLAGE 6 ST via LEX AV,40.729115,-73.990257,NYCT_6063,40.808505,-73.947225,W 125 ST/MALCOLM X  BL,< 1 stop away,215,2017-06-01 01:34:08,01:34:41
2017-06-01 01:33:12,1,M3,FT GEORGE AV/66 FORT GEORGE AV,40.85833,-73.925385,125 ST ST. NICHOLAS,40.810493,-73.952927,NYCT_6418,40.812002,-73.95151,ST NICHOLAS AV/W 125 ST,< 1 stop away,205,2017-06-01 01:34:23,25:33:00
2017-06-01 01:31:58,0,Q5,TEARDROP/LAYOVER,40.701748,-73.802399,ROSEDALE LIRR STA via MERRICK,40.666012,-73.735939,NYCT_5168,40.683794,-73.769916,MERRICK BL/125 AV,< 1 stop away,310,2017-06-01 01:33:31,25:31:11
2017-06-01 01:33:02,1,Bx28,EARHART LA/ERSKINE PL,40.861115,-73.822548,NORWOOD 205 ST STA via GUNHILL,40.874424,-73.879517,NYCT_8344,40.866972,-73.83732,BARTOW AV/GUNTHER AV,approaching,33,2017-06-01 01:33:31,01:33:53
2017-06-01 01:33:02,1,S46,ST GEORGE FERRY/S46 & S96,40.643429,-74.073654,W SHORE PLZ via CASTLETON,40.601971,-74.19133,NYCT_8188,40.638026,-74.075942,VICTORY BL / BAY ST,approaching,43,2017-06-01 01:33:31,01:32:00
2017-06-01 01:33:22,1,Bx11,W FARMS RD/WESTCHESTER AV,40.825047,-73.891563,WASHINGTON HEIGHTS  G W BRIDGE,40.849033,-73.937309,NYCT_7748,40.840483,-73.920634,W 170 ST/EDWARD L. GRANT HY,approaching,41,2017-06-01 01:33:40,25:30:51
2017-06-01 01:33:21,1,B44,WASHINGTON PLZ/WASHINGTON PLZ,40.709286,-73.959526,EMMONS AV,40.58403,-73.938408,NYCT_4967,40.648234,-73.949296,NOSTRAND AV/TILDEN AV,< 1 stop away,186,2017-06-01 01:34:00,25:34:29
2017-06-01 01:33:15,0,Q44-SBS,MERRICK BL/ARCHER AV,40.704906,-73.793304,SELECT BUS BRONX ZOO via MAIN ST,40.842457,-73.877121,NYCT_5914,40.830358,-73.850067,CROSS BX SVC RD/HAVILAND AV,at stop,14,2017-06-01 01:33:31,25:37:56
2017-06-01 01:33:19,0,B60,WILLIAMS AV/FLATLANDS AV,40.650074,-73.891472,WILLIAMSBURG BRIDGE PLAZA,40.709534,-73.959549,NYCT_4701,40.706484,-73.931091,JOHNSON AV/MORGAN AV,< 1 stop away,250,2017-06-01 01:34:24,01:35:01
2017-06-01 01:33:26,1,B44,WASHINGTON PLZ/WASHINGTON PLZ,40.709286,-73.959526,EMMONS AV,40.58403,-73.938408,NYCT_4575,40.616281,-73.944881,NOSTRAND AV/KINGS HY,at stop,6,2017-06-01 01:33:31,25:30:28
2017-06-01 01:33:24,1,Q32,82 ST/NORTHERN BL,40.755196,-73.885406,MIDTOWN PENN ST,40.749435,-73.991081,NYCT_4686,40.746892,-73.89097,ROOSEVELT AV/74 ST,approaching,53,2017-06-01 01:33:44,25:31:00
2017-06-01 01:33:04,0,Q85,TEARDROP/LAYOVER,40.701748,-73.802399,ROSEDALE 147 AV,40.657658,-73.74128,NYCT_4661,40.703651,-73.792251,MERRICK BL/LIBERTY AV,approaching,149,2017-06-01 01:33:31,01:33:00
2017-06-01 01:33:04,0,Q85,TEARDROP/LAYOVER,40.701748,-73.802399,ROSEDALE 147 AV,40.657658,-73.74128,NYCT_4661,40.703651,-73.792251,MERRICK BL/LIBERTY AV,approaching,149,2017-06-01 01:33:31,01:34:00
2017-06-01 01:33:02,0,Bx35,W 179 ST/BROADWAY,40.848953,-73.936874,W FARMS RD SOUTHERN BL,40.825405,-73.891319,NYCT_309,40.831478,-73.907131,E 168 ST/3 AV,approaching,104,2017-06-01 01:33:32,01:33:00
2017-06-01 01:33:09,1,Q58,41 RD/MAIN ST,40.757389,-73.829292,RIDGEWOOD TERM,40.699699,-73.910767,NYCT_6493,40.747099,-73.834644,COLLEGE PT BL/VAN WYCK EY EXIT,approaching,56,2017-06-01 01:33:31,25:03:36
2017-06-01 01:33:14,0,Bx10,E 206 ST/BAINBRIDGE AV,40.875008,-73.880142,RIVERDALE 263 ST,40.912376,-73.902534,NYCT_4359,40.906349,-73.904236,RIVERDALE AV/W 259 ST,approaching,91,2017-06-01 01:33:30,01:33:37
2017-06-01 01:32:59,1,B47,MARCUS GARVEY BLVD/BROADWAY,40.699574,-73.941444,KINGS PLAZA via RALPH AV,40.611008,-73.92041,NYCT_7200,40.652417,-73.920762,RALPH AV/SNYDER AV,< 1 stop away,231,2017-06-01 01:33:50,01:32:38
2017-06-01 01:32:59,1,B47,MARCUS GARVEY BLVD/BROADWAY,40.699574,-73.941444,KINGS PLAZA via RALPH AV,40.611008,-73.92041,NYCT_7200,40.652417,-73.920762,RALPH AV/SNYDER AV,< 1 stop away,231,2017-06-01 01:33:50,01:33:38
2017-06-01 01:33:17,0,S74,BRICKTOWN SHOPPING/CENTER,40.530102,-74.226295,ST GEORGE FERRY,40.643585,-74.072609,NYCT_8170,40.569236,-74.149988,ARTHUR KILL RD/UNITED HEB CEM,< 1 stop away,199,2017-06-01 01:33:35,01:31:42
2017-06-01 01:33:02,1,B26,WYCKOFF ST/PALMETTO ST,40.69915,-73.910477,DNTWN BKLYN TILLARY ST via HALSEY,40.693939,-73.990311,NYCT_7270,40.698233,-73.908736,WYCKOFF AV/JEFFERSON AV,< 1 stop away,188,2017-06-01 01:33:31,01:31:39
2017-06-01 01:33:29,0,M101,ASTOR PL/3 AV,40.729568,-73.990051,FT GEORGE 193 ST via 3 AV,40.835239,-73.940201,NYCT_5625,40.834593,-73.940766,AMSTERDAM AV/W 161 ST,approaching,85,2017-06-01 01:33:52,25:37:00
2017-06-01 01:33:08,0,M101,ASTOR PL/3 AV,40.729568,-73.990051,FT GEORGE 193 ST via 3 AV,40.835239,-73.940201,NYCT_5543,40.818812,-73.952297,AMSTERDAM AV/W 135 ST,approaching,68,2017-06-01 01:33:31,25:35:36
2017-06-01 01:33:09,1,B6,LIVONIA AV/ASHFORD ST,40.666382,-73.883614,BENSONHURST HARWAY AV,40.592949,-73.993385,NYCT_7151,40.590184,-73.993669,SHORE PKY/BAY 41 ST,at stop,9,NA,25:30:01
2017-06-01 01:33:18,1,S78,ST GEORGE FERRY/S78,40.643654,-74.073471,BRICKTOWN MALL,40.53006,-74.226654,NYCT_8124,40.570849,-74.109487,HYLAN BL/NEW DORP LA,approaching,81,2017-06-01 01:33:31,25:29:00
2017-06-01 01:33:15,0,M100,1 AV/125 ST,40.801968,-73.931358,INWOOD 220 ST via AMSTERDAM via BWAY,40.871902,-73.913101,NYCT_4368,40.84602,-73.938503,BROADWAY/W 175 ST,approaching,54,2017-06-01 01:33:33,25:34:52
2017-06-01 01:33:17,0,B45,LIVINGSTON ST/ COURT ST,40.691341,-73.990883,CROWN HTS RALPH AV,40.670197,-73.922546,NYCT_4835,40.671356,-73.945168,ST JOHNS PL/BROOKLYN AV,approaching,68,2017-06-01 01:33:36,25:35:23
2017-06-01 01:33:08,0,M2,4 AV/E 10 ST,40.731342,-73.990288,WASHINGTON HTS BWAY - 168 ST via MADISON,40.84058,-73.938431,NYCT_6722,40.822129,-73.938602,ADAM C POWELL BL/W 147 ST,approaching,128,NA,25:19:28
2017-06-01 01:33:21,1,Q44-SBS,BOSTON RD/E 180 ST,40.84256,-73.878334,SELECT BUS JAMAICA via MAIN ST,40.704933,-73.79332,NYCT_5911,40.728928,-73.822986,MAIN ST/73 AV,< 1 stop away,498,2017-06-01 01:34:40,25:29:19
2017-06-01 01:33:20,0,M23-SBS,12 AV/W 23 ST,40.748718,-74.00811,SELECT BUS EAST SIDE AVENUE C CROSSTOWN,40.733006,-73.974594,NYCT_5986,40.73696,-73.97871,E 23 ST/1 AV,approaching,48,2017-06-01 01:33:32,25:32:52
2017-06-01 01:33:23,1,B46,WASHINGTON PLZ/LANE3,40.709393,-73.959518,KINGS PLAZA via UTICA,40.609142,-73.92144,NYCT_4592,40.634389,-73.928529,UTICA AV/AV H,< 1 stop away,207,NA,25:19:00
2017-06-01 01:33:18,0,B82,STILLWELL TERMINAL BUS LOOP,40.57708,-73.981293,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,40.64299,-73.878326,NYCT_4847,40.607619,-73.961106,KINGS HY/E 13 ST,approaching,80,2017-06-01 01:33:36,01:32:27
2017-06-01 01:33:18,0,B82,STILLWELL TERMINAL BUS LOOP,40.57708,-73.981293,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,40.64299,-73.878326,NYCT_4847,40.607619,-73.961106,KINGS HY/E 13 ST,approaching,80,2017-06-01 01:33:36,01:33:36
